1	144	1
1	192	1
1	220	1
1	149	1
1	164	1
1	137	1
1	154	1
1	1	1
1	215	1
1	138	1
1	153	1
1	106	1
1	162	1
1	173	1
1	213	1
1	128	1
1	227	1
1	143	1
1	166	1
1	223	1
1	113	1
1	157	1
1	152	1
1	108	1
1	184	1
1	116	1
1	165	1
1	61	1
1	107	1
1	132	1
1	150	1
1	187	1
1	129	1
1	178	1
1	112	1
1	125	1
1	159	1
1	222	1
1	233	1
1	69	1
5	389	1
5	394	1
5	387	1
5	375	1
5	377	1
5	371	1
5	392	1
5	374	1
5	370	1
5	382	1
5	384	1
5	376	1
5	386	1
5	388	1
5	393	1
5	379	1
5	358	1
5	391	1
7	580	1
7	566	1
7	526	1
7	520	1
7	534	1
7	606	1
7	521	1
7	588	1
7	531	1
7	599	1
7	512	1
7	548	1
7	489	1
7	523	1
7	413	1
7	527	1
7	539	1
7	619	1
7	618	1
7	538	1
7	510	1
7	434	1
7	533	1
7	567	1
7	579	1
7	577	1
7	213	1
7	525	1
7	509	1
7	511	1
7	514	1
7	587	1
7	543	1
7	479	1
7	586	1
7	620	1
7	561	1
7	466	1
7	598	1
7	528	1
7	532	1
7	554	1
7	515	1
7	498	1
7	468	1
7	423	1
7	600	1
7	487	1
7	608	1
7	537	1
7	558	1
7	386	1
7	530	1
7	574	1
7	573	1
7	594	1
7	590	1
7	486	1
7	536	1
7	387	1
7	615	1
7	522	1
7	614	1
7	495	1
7	518	1
7	540	1
7	551	1
8	635	1
8	647	1
8	638	1
8	636	1
8	640	1
9	678	1
9	719	1
9	685	1
9	708	1
9	686	1
9	730	1
9	669	1
9	693	1
9	676	1
9	659	1
9	696	1
9	675	1
9	528	1
9	691	1
9	723	1
9	725	1
9	694	1
9	727	1
9	671	1
9	736	1
9	680	1
9	689	1
9	709	1
9	679	1
9	668	1
9	718	1
9	667	1
9	660	1
9	722	1
9	721	1
9	726	1
9	296	1
9	732	1
9	651	1
9	673	1
9	695	1
9	649	1
9	729	1
9	692	1
12	545	1
12	852	1
12	851	1
12	858	1
13	885	1
13	891	1
13	895	1
13	894	1
14	950	1
14	946	1
14	915	1
14	918	1
15	967	1
15	978	1
15	44	1
15	979	1
15	986	1
15	69	1
15	61	1
15	962	1
15	970	1
15	980	1
15	964	1
16	1109	1
16	1087	1
16	1032	1
16	1030	1
16	1119	1
16	1015	1
16	1086	1
16	1108	1
16	1066	1
16	1103	1
16	1034	1
16	233	1
16	1114	1
16	1048	1
16	1001	1
16	1023	1
16	1024	1
16	1090	1
16	1008	1
16	1085	1
16	1039	1
16	1101	1
16	1037	1
16	1112	1
16	1049	1
16	1117	1
16	1019	1
16	1033	1
16	1035	1
16	1026	1
16	1110	1
16	1038	1
16	1062	1
16	1106	1
16	1056	1
16	1022	1
16	1121	1
16	1080	1
16	1065	1
16	1064	1
16	1063	1
16	1125	1
16	1060	1
16	1095	1
16	1123	1
16	1029	1
16	1006	1
16	1058	1
21	1194	1
21	1196	1
21	1198	1
21	1199	1
23	1602	1
23	1586	1
23	1751	1
23	1121	1
23	1628	1
23	1750	1
23	1353	1
23	1752	1
23	1546	1
23	1361	1
23	1738	1
23	1676	1
23	1763	1
23	1758	1
23	1737	1
23	1655	1
23	1437	1
23	1538	1
23	1733	1
23	1539	1
23	1535	1
23	1771	1
23	1675	1
23	1550	1
23	1466	1
23	1679	1
23	1666	1
23	1450	1
23	1567	1
23	1648	1
23	1731	1
23	1778	1
23	1592	1
23	1579	1
23	1313	1
23	1588	1
23	1634	1
23	1670	1
23	1282	1
23	1585	1
23	1642	1
23	1734	1
23	1415	1
23	1552	1
23	1781	1
23	1663	1
23	1548	1
23	1398	1
23	1446	1
23	1568	1
23	220	1
23	1770	1
23	1662	1
23	1674	1
23	1581	1
23	1576	1
23	1742	1
23	1599	1
23	1740	1
23	1728	1
23	1095	1
23	1403	1
23	1762	1
23	1600	1
23	375	1
23	1543	1
23	1732	1
23	1402	1
23	1741	1
23	1580	1
23	509	1
23	1559	1
23	1753	1
23	1745	1
23	1533	1
23	394	1
23	1217	1
23	1755	1
23	1030	1
23	1700	1
23	1596	1
23	1743	1
23	1775	1
23	1644	1
23	609	1
23	1603	1
23	1612	1
23	1394	1
23	1660	1
23	1780	1
23	1534	1
23	732	1
23	1103	1
23	1607	1
23	1788	1
23	1699	1
23	1661	1
23	1569	1
23	1481	1
23	1595	1
23	1071	1
24	1810	1
24	1800	1
24	1792	1
24	1799	1
24	1807	1
27	1830	1
