A0072041HVZ3465DXUOR	B00FY9PGJ2	1	1407024000
A0072041HVZ3465DXUOR	B000V9AUC8	1	1407024000
A0072041HVZ3465DXUOR	B007MU87KG	1	1407024000
A0072041HVZ3465DXUOR	B0011Z74B6	1	1407024000
A0072041HVZ3465DXUOR	B00FAEQ65Y	1	1407024000
A0072041HVZ3465DXUOR	B009G8GTFM	1	1407024000
A0072041HVZ3465DXUOR	B00C0XWBN4	1	1407024000
A0072041HVZ3465DXUOR	B002HK0JCA	1	1407024000
A0072041HVZ3465DXUOR	B0011Z74B6	1	1407024000
A0072041HVZ3465DXUOR	B000W1ZDT0	1	1407024000
A0072041HVZ3465DXUOR	B000VZWMZ0	1	1407024000
A0072041HVZ3465DXUOR	B00124DECO	1	1407024000
A0072041HVZ3465DXUOR	B00E0FP9MK	1	1407024000
A0072041HVZ3465DXUOR	B00I3GJ298	1	1407024000
A0072041HVZ3465DXUOR	B005OC6A9Y	1	1407024000
A0072041HVZ3465DXUOR	B00GDL60JU	1	1407024000
A0072041HVZ3465DXUOR	B00CZF8B68	1	1407024000
A0072041HVZ3465DXUOR	B00HNEQS3E	1	1407024000
A0072041HVZ3465DXUOR	B001HEZVDE	1	1407024000
A0072041HVZ3465DXUOR	B00330WKMA	1	1407024000
A0072041HVZ3465DXUOR	B00970FKQ8	1	1407024000
A0072041HVZ3465DXUOR	B00BWJ61NI	1	1407024000
A0072041HVZ3465DXUOR	B000VZWMZ0	1	1407024000
A0072041HVZ3465DXUOR	B002DRXHNU	1	1407024000
A0072041HVZ3465DXUOR	B002RB2WPQ	1	1407024000
A0072041HVZ3465DXUOR	B004PWTYNI	1	1407024000
A0072041HVZ3465DXUOR	B000WLOMUQ	1	1407024000
A0081575F2F9XQSSIYA3	B00ZZDJ4J0	1	1441497600
A0081575F2F9XQSSIYA3	B011JBSNSO	1	1446249600
A0081575F2F9XQSSIYA3	B00U0AIECQ	1	1441497600
A0081575F2F9XQSSIYA3	B00963162I	1	1446249600
A0081575F2F9XQSSIYA3	B00LWIJXH0	1	1446249600
A1006TXWG76H0N	B00ZRRB8WA	1	1454025600
A1006TXWG76H0N	B00FHU3G6I	1	1454025600
A1006TXWG76H0N	B0040GSJOY	1	1454025600
A1006TXWG76H0N	B003L0V7BW	1	1454025600
A1006TXWG76H0N	B00CZF8B68	1	1454025600
A101N4D8PRU6N5	B000VC3P5Y	1	1362787200
A101N4D8PRU6N5	B005468UQ6	1	1362787200
A101N4D8PRU6N5	B002X9RH2K	1	1362787200
A101N4D8PRU6N5	B002NQTG5Y	1	1362787200
A101N4D8PRU6N5	B000VC8VHG	1	1362787200
A101N4D8PRU6N5	B0042UC36S	1	1362787200
A101N4D8PRU6N5	B004XRZ8RG	1	1362787200
A101PYPZ8ASKCV	B0092MKTWQ	1	1397606400
A101PYPZ8ASKCV	B00GG3OYMK	1	1391817600
A101PYPZ8ASKCV	B00OIK4IBA	1	1424390400
A101PYPZ8ASKCV	B00LWC6P1S	1	1415059200
A101PYPZ8ASKCV	B00FAEQ65Y	1	1397174400
A101PYPZ8ASKCV	B00G2IAIVK	1	1397174400
A101PYPZ8ASKCV	B00FX8F6VM	1	1397174400
A101PYPZ8ASKCV	B00OXE3A6K	1	1424390400
A101ZIBYVW0GVS	B003NKYU96	1	1436918400
A101ZIBYVW0GVS	B005QSZG1O	1	1436918400
A101ZIBYVW0GVS	B00QNJVJWU	1	1436918400
A101ZIBYVW0GVS	B001D232KE	1	1436918400
A101ZIBYVW0GVS	B00AOMUIHE	1	1436918400
A101ZIBYVW0GVS	B004B2VUM0	1	1436918400
A101ZIBYVW0GVS	B007V5XV30	1	1436918400
A102H31T5V0LLN	B003Y3XO4O	1	1429574400
A102H31T5V0LLN	B003Y3USS4	1	1429574400
A102H31T5V0LLN	B003Y3ZTKG	1	1429574400
A102H31T5V0LLN	B007JOM5XA	1	1429574400
A102H31T5V0LLN	B003Y3XTJO	1	1429574400
A102H3QWRBVJ8E	B00AHXDGBA	1	1377820800
A102H3QWRBVJ8E	B007MU87KG	1	1376438400
A102H3QWRBVJ8E	B00BWGHIHY	1	1376438400
A102H3QWRBVJ8E	B0162ZEUS4	1	1376438400
A1041053SID37WN8GTT8	B005468UQ6	1	1402617600
A1041053SID37WN8GTT8	B00BXGWR56	1	1402617600
A1041053SID37WN8GTT8	B00137KH9S	1	1402617600
A1041053SID37WN8GTT8	B009LUCNXW	1	1412553600
A1041053SID37WN8GTT8	B004UE3784	1	1402617600
A1041053SID37WN8GTT8	B002M5RPEA	1	1402185600
A1041053SID37WN8GTT8	B004VLGQSY	1	1402185600
A1041053SID37WN8GTT8	B00B9ZI5PC	1	1402185600
A1041053SID37WN8GTT8	B0019GAE3W	1	1402185600
A1041053SID37WN8GTT8	B00123LHII	1	1402185600
A1041053SID37WN8GTT8	B00CBUNUAO	1	1481328000
A1041053SID37WN8GTT8	B00ELD1RPY	1	1402617600
A1041053SID37WN8GTT8	B00123G6YI	1	1355875200
A1045NW0WUEBP8	B00136J7ZE	1	1512864000
A1045NW0WUEBP8	B009Y8EB5E	1	1370217600
A1045NW0WUEBP8	B0058XDLQO	1	1483056000
A1045NW0WUEBP8	B01DOO46BM	1	1533686400
A1045NW0WUEBP8	B0058XDL1Y	1	1483056000
A1045NW0WUEBP8	B00M8IB84O	1	1425081600
A1045NW0WUEBP8	B015Y73TEW	1	1512864000
A1045NW0WUEBP8	B00137R46C	1	1356912000
A105188E1HFWRX	B0048IMZTE	1	1356048000
A105188E1HFWRX	B0048IL7LG	1	1358208000
A105188E1HFWRX	B009Y4FXT6	1	1361491200
A105188E1HFWRX	B003Y3USS4	1	1356048000
A105188E1HFWRX	B009VLXO16	1	1361491200
A105188E1HFWRX	B008HI6H18	1	1354233600
A105188E1HFWRX	B004BRS1IQ	1	1361491200
A105188E1HFWRX	B008BNAOQ8	1	1354233600
A105188E1HFWRX	B001B65PBQ	1	1358208000
A1063L1ALPA9WZ	B005LMEFEY	1	1412467200
A1063L1ALPA9WZ	B005DOJAC2	1	1412467200
A1063L1ALPA9WZ	B0083EYC4A	1	1412467200
A1063L1ALPA9WZ	B00HZFDNLG	1	1412467200
A1063L1ALPA9WZ	B0013TVZTC	1	1420070400
A1063L1ALPA9WZ	B007JOM5XA	1	1412467200
A1063L1ALPA9WZ	B00B6N69TQ	1	1412467200
A1063WNMC368BK	B000V8CBB2	1	1459468800
A1063WNMC368BK	B00136NE62	1	1459468800
A1063WNMC368BK	B0070PUXSC	1	1459468800
A1063WNMC368BK	B00137QWWY	1	1459468800
A1063WNMC368BK	B00137QWWY	1	1459468800
A1063WNMC368BK	B00136JL8W	1	1459468800
A1068Y432OYVO5	B000WH2CS4	1	1407456000
A1068Y432OYVO5	B001QTQFXA	1	1402185600
A1068Y432OYVO5	B000WH982C	1	1407456000
A1068Y432OYVO5	B001GDYPDI	1	1407456000
A1068Y432OYVO5	B00127785A	1	1383523200
A107OPFJV11RKO	B0043ZDFEQ	1	1396742400
A107OPFJV11RKO	B00TINQ9C8	1	1426032000
A107OPFJV11RKO	B00R4PKGYE	1	1446336000
A107OPFJV11RKO	B00TINQKX6	1	1425859200
A107OPFJV11RKO	B000W05EGI	1	1423699200
A107OPFJV11RKO	B00RDEZFN8	1	1425600000
A107OPFJV11RKO	B000W05EGI	1	1423699200
A107OPFJV11RKO	B000WH2CS4	1	1427500800
A108SSM7YMMTOM	B0012468WC	1	1341705600
A108SSM7YMMTOM	B00137XE66	1	1429747200
A108SSM7YMMTOM	B000QOMANK	1	1398816000
A108SSM7YMMTOM	B001IAOQOW	1	1355875200
A108SSM7YMMTOM	B0012468WC	1	1341705600
A108VA9MZYBXZ6	B00137SPH4	1	1444176000
A108VA9MZYBXZ6	B00AN93Q0O	1	1444176000
A108VA9MZYBXZ6	B00137QMFG	1	1444176000
A108VA9MZYBXZ6	B00UC9EXKW	1	1447718400
A108VA9MZYBXZ6	B00137QMFG	1	1444176000
A108VA9MZYBXZ6	B007LE341K	1	1447718400
A108VA9MZYBXZ6	B00137SPH4	1	1444176000
A10ADY0N5QKCHQ	B001BZFFEO	1	1464825600
A10ADY0N5QKCHQ	B001C3FR70	1	1464825600
A10ADY0N5QKCHQ	B00137G7SS	1	1462406400
A10ADY0N5QKCHQ	B001AUEMFS	1	1462406400
A10ADY0N5QKCHQ	B000W1774O	1	1474243200
A10ADY0N5QKCHQ	B001NZR8PG	1	1464825600
A10ADY0N5QKCHQ	B00124FF08	1	1465257600
A10ADY0N5QKCHQ	B001C3FRAM	1	1464825600
A10ADY0N5QKCHQ	B0013JWOZG	1	1462406400
A10ADY0N5QKCHQ	B001C3L1C0	1	1462406400
A10ADY0N5QKCHQ	B000W1774O	1	1474243200
A10APFU4SBMAM1	B0018R4HW6	1	1444953600
A10APFU4SBMAM1	B001NZE4SU	1	1430092800
